JVSITEID;txtMS;dtmPlan;dtmForecast;dtmActual;
JM9056;MS11;2005-02-25;2005-02-25;2005-02-25;
JM9057;MS05;2004-10-25;2004-10-25;2004-10-25;
JM9057;MS10;2005-02-11;2005-02-11;2005-02-11;
JM9059;MS11;2005-03-11;2005-03-11;2005-03-11;
JM9069;MS15;2005-06-10;2005-06-10;2005-06-10;
JM9069;MS10;2005-02-18;2005-02-18;2005-02-18;
JM9069;MS18;2005-03-25;2005-03-25;2005-03-25;
JM9073;MS10;2005-03-24;2005-03-24;2005-03-24;
JA9186;MS11;2011-10-05;2011-03-07;2011-03-07;
JA9187;MS13;2007-05-14;2008-08-14;2008-08-14;
JA9188;MS13;2007-06-11;2007-03-30;2007-03-30;
JA9188;MS15;2007-06-25;2007-03-31;2007-03-31;
JA9188;MS11;2007-04-30;2007-03-02;2007-03-02;
JS9878;MS13;2007-01-08;2007-03-23;2007-03-23;
JS9879;MS13;2007-05-07;2007-03-21;2007-03-21;
JS9879;MS05;2006-09-14;2006-08-31;2006-08-31;
JS9879;MS10;2007-03-23;2006-12-19;2006-12-19;
JS9879;MS15;2007-05-21;2007-03-27;2007-03-27;
JS9880;MS13;2006-12-25;2007-03-22;2007-03-22;
JS9880;MS05;2006-09-07;2006-08-31;2006-08-31;
JS9880;MS10;2006-11-10;2006-10-13;2006-10-13;
JS9881;MS13;2007-01-22;2007-03-22;2007-03-22;
JS9906;MS05;2006-09-07;2006-08-31;2006-08-31;
JS9906;MS10;2006-11-10;2006-10-16;2006-10-16;
JS9897;MS15;2008-03-23;2009-08-11;2009-08-11;
JS9898;MS15;2007-04-11;2007-06-29;2007-06-29;
JS9898;MS11;2007-02-14;2007-03-28;2007-03-28;
JS9899;MS18;2007-06-27;2007-06-30;2007-06-30;
JS9899;MS15;2007-07-25;2007-09-05;2007-09-05;
JS9900;MS18;2009-01-06;2009-06-26;2009-06-26;
JS9901;MS15;2010-11-15;2011-02-18;2011-02-18;
JS9902;MS11;2007-06-21;2007-03-08;2007-03-08;
JS9902;MS18;2007-07-19;2007-03-23;2007-03-23;
JS9902;MS13;2007-08-02;2007-03-30;2007-03-30;
JS9907;MS18;2007-03-19;2007-01-24;2007-01-24;
JS9903;MS18;2007-05-23;2007-06-08;2007-06-08;
JS9903;MS15;2007-06-20;2007-07-05;2007-07-05;
JS9903;MS05;2006-11-14;2006-12-20;2006-12-20;
JP9186;MS11;2007-06-19;2007-05-30;2007-05-30;
JP9186;MS13;2007-07-31;2007-11-26;2007-11-26;
JM9638;MS13;2007-01-18;2007-03-30;2007-03-30;
JM9639;MS13;2007-01-18;2007-03-27;2007-03-27;
JM9639;MS11;2006-12-21;2007-01-25;2007-01-25;
JM9639;MS18;2007-01-04;2007-03-02;2007-03-02;
JM9639;MS15;2007-02-01;2007-03-28;2007-03-28;
Jm9640;MS10;2007-02-28;2007-03-07;2007-03-07;
Jm9640;MS15;2007-04-26;2007-03-29;2007-03-29;
JM9641;MS05;2006-09-19;2006-09-06;2006-09-08;
JM9075;MS10;2005-03-08;2005-03-08;2005-03-08;
JM9075;MS18;2005-04-22;2005-04-22;2005-04-22;
JM9076;MS10;2005-02-04;2005-02-04;2005-02-04;
JM9078;MS13;2005-05-20;2005-05-20;2005-05-20;
JM9078;MS10;2005-01-21;2005-01-21;2005-01-21;
JM9078;MS11;2005-02-10;2005-02-10;2005-02-10;
JM9079;MS18;2005-03-23;2005-03-23;2005-03-23;
JM9084;MS10;2005-02-11;2005-02-11;2005-02-11;
JM9084;MS18;2005-04-19;2005-04-19;2005-04-19;
JM9088;MS13;2005-05-06;2005-05-06;2005-05-06;
JM9088;MS11;2005-02-04;2005-02-04;2005-02-04;
JM9093;MS10;2005-02-04;2005-02-04;2005-02-04;
JM9095;MS05;2004-10-28;2004-10-28;2004-10-28;
JM9095;MS10;2005-03-11;2005-03-11;2005-03-11;
JM9095;MS18;2005-07-22;2005-07-22;2005-07-22;
JM9098;MS13;2005-07-06;2005-07-06;2005-07-06;
JM9098;MS05;2004-10-27;2004-10-27;2004-10-27;
JM9101;MS13;2005-07-07;2005-07-07;2005-07-07;
JM9101;MS10;2005-02-11;2005-02-11;2005-02-11;
JM9107;MS13;2005-04-14;2005-04-14;2005-04-14;
JM9107;MS05;2004-10-22;2004-10-22;2004-10-22;
JM9110;MS18;2005-06-17;2005-06-17;2005-06-17;
JM9113;MS15;2005-07-11;2005-07-11;2005-07-11;
JM9117;MS15;2005-07-12;2005-07-12;2005-07-12;
JM9117;MS11;2005-04-22;2005-04-22;2005-04-22;
JM9122;MS11;2005-03-04;2005-03-04;2005-03-04;
JM9122;MS15;2005-06-07;2005-06-07;2005-06-07;
JM9123;MS15;2005-07-17;2005-07-17;2005-07-17;
JM9123;MS10;2005-03-18;2005-03-18;2005-03-18;
JM9127;MS13;2005-08-04;2005-08-04;2005-08-04;
JM9127;MS05;2004-10-29;2004-10-29;2004-10-29;
JM9127;MS18;2005-04-29;2005-04-29;2005-04-29;
JS9198;MS10;2005-09-23;2005-09-23;2005-09-23;
JS9231;MS18;2005-11-25;2005-11-25;2005-11-25;
JS9231;MS13;2005-12-09;2005-12-09;2005-12-09;
JS9231;MS10;2005-08-05;2005-08-05;2005-08-05;
JS9242;MS18;2005-11-18;2005-11-18;2005-11-18;
JS9242;MS15;2005-12-12;2005-12-13;2005-12-12;
JS9212;MS13;2005-08-31;2005-08-31;2005-08-31;
JS9119;MS15;2005-06-02;2005-06-02;2005-06-02;
JS9119;MS05;2004-11-05;2004-11-05;2004-11-05;
JM9423;MS11;2006-04-24;2006-04-24;2006-04-24;
JM9423;MS13;2006-07-25;2006-10-30;2006-10-30;
JP9187;MS05;2006-11-24;2007-08-17;2007-08-17;
JP9188;MS10;2007-06-08;2007-06-29;2007-06-29;
JP9199;MS10;2007-04-09;2006-12-21;2006-12-21;
JP9199;MS18;2007-05-21;2007-02-07;2007-02-07;
JP9200;MS11;2007-06-29;2007-07-16;2007-07-16;
JP9200;MS10;2007-06-15;2007-06-29;2007-06-29;
JP9200;MS05;2007-02-26;2007-02-26;2007-02-26;
JP9198;MS18;2007-06-25;2007-06-29;2007-06-29;
JP9198;MS10;2007-05-14;2007-05-25;2007-05-25;
JP9198;MS05;2006-11-24;2007-03-09;2007-03-09;
JP9206;MS18;2007-06-29;2007-06-29;2007-06-29;
JP9206;MS13;2007-06-29;2009-05-19;2009-05-19;
JP9206;MS15;2007-07-13;2009-05-25;2009-05-25;
JP9206;MS10;2007-05-18;2007-05-23;2007-05-23;
JP9207;MS18;2007-06-25;2007-11-16;2007-11-16;
JP9207;MS10;2007-05-14;2007-07-26;2007-07-26;
JP9207;MS05;2006-11-24;2007-02-15;2007-02-15;
JP9209;MS15;2007-07-23;2008-05-29;2008-05-29;
JP9209;MS10;2007-05-14;2007-05-23;2007-05-23;
JP9190;MS13;2007-07-31;2009-08-21;2009-08-21;
JP9190;MS15;2007-08-14;2009-11-19;2009-11-19;
JP9190;MS05;2006-11-10;2006-11-30;2006-11-30;
JS9259;MS18;2010-09-26;2010-09-30;2010-09-30;
JS9259;MS13;2010-11-12;2011-03-07;2011-03-07;
JS9259;MS15;2010-11-26;2011-03-29;2011-03-29;
JS9259;MS05;2007-09-28;2007-06-25;2007-06-25;
JS9286;MS13;2007-10-18;2008-07-10;2008-07-10;
JS9286;MS15;2007-11-01;2009-05-12;2009-05-12;
JS9263;MS05;2007-09-28;2008-04-18;2008-04-18;
JS9493;MS15;2006-10-31;2007-03-27;2007-03-27;
JS9603;MS10;2008-02-15;2007-12-14;2007-12-14;
JS9603;MS13;2008-02-08;2008-07-10;2008-07-10;
JS9603;MS05;2007-10-26;2007-06-29;2007-06-29;
JS9889;MS05;2006-11-28;2006-11-17;2006-11-17;
JS9889;MS10;2007-01-31;2006-12-21;2006-12-21;
JP9215;MS18;2007-07-06;2007-06-25;2007-06-25;
JP9215;MS05;2007-01-04;2006-12-20;2006-12-20;
JP9216;MS15;2007-08-16;2007-09-05;2007-09-05;
JS6012;MS11;2008-05-12;2010-04-06;2010-04-06;
JM9648;MS05;2007-03-13;2007-03-27;2007-03-27;
JM9648;MS11;2007-09-06;2007-06-15;2007-06-15;
JM9648;MS15;2007-10-18;2008-03-28;2008-03-28;
JS9928;MS10;2007-09-12;2007-01-16;2007-01-16;
JM9691;MS18;2007-09-07;2008-03-26;2008-03-26;
JC9053;MS13;2007-10-18;2008-09-26;2008-09-26;
JC9055;MS13;2008-01-24;2008-09-26;2008-09-26;
JC9055;MS10;2007-12-12;2007-08-24;2007-08-24;
JC9057;MS13;2007-10-18;2008-04-16;2008-04-16;
JC9057;MS18;2007-10-04;2007-09-30;2007-09-30;
JC9057;MS15;2007-11-01;2008-06-17;2008-06-17;
JS9952;MS13;2008-02-14;2011-10-21;;
JS9952;MS05;2007-06-26;2007-10-19;2007-10-19;
JS9963;MS05;2007-06-12;2007-07-13;2007-07-09;
JS9963;MS18;2007-09-27;2007-10-05;2007-10-05;
JS9964;MS18;2007-10-11;2008-02-04;2008-02-04;
JS9965;MS05;2007-06-12;2007-07-06;2007-07-06;
JS9966;MS10;2007-09-12;2007-10-15;2007-10-15;
JS9966;MS18;2007-10-11;2007-11-23;2007-11-23;
JS9967;MS05;2007-06-12;2007-07-06;2007-07-06;
JS9968;MS13;2007-09-27;2008-05-08;2008-05-08;
JM9682;MS13;2007-10-19;2008-04-18;2008-04-18;
JM9684;MS13;2007-10-05;2008-03-28;2008-03-28;
JM9684;MS18;2007-09-21;2007-10-23;2007-10-23;
JM9694;MS10;2007-08-09;2007-08-31;2007-08-31;
JM9694;MS11;2007-08-24;2007-10-03;2007-10-03;
JM9695;MS13;2007-09-21;2008-03-29;2008-03-29;
JM9695;MS10;2007-08-09;2007-08-31;2007-08-31;
JM9695;MS18;2007-09-07;2007-09-21;2007-09-21;
JM9702;MS10;2007-08-13;2007-08-31;2007-08-31;
JM9702;MS15;2007-10-09;2008-04-28;2008-04-28;
JM9703;MS05;2007-06-08;2007-05-25;2007-05-25;
JM9703;MS15;2007-10-23;2008-04-21;2008-04-21;
JS9974;MS11;2007-08-23;2007-08-31;2007-08-31;
JS9974;MS15;2007-10-04;2008-07-01;2008-07-01;
JS9975;MS11;2007-08-23;2007-09-07;2007-08-31;
JS9976;MS13;2007-09-20;2008-02-20;2008-02-20;
JS9976;MS10;2007-08-08;2007-08-23;2007-08-23;
JS9977;MS10;2007-08-08;2007-08-23;2007-08-23;
JS9977;MS18;2007-09-06;2007-10-07;2007-10-07;
JS9978;MS13;2007-10-04;2008-09-02;2008-09-02;
JS9978;MS18;2007-09-20;2008-08-18;2008-08-18;
JS9987;MS10;2007-08-29;2007-10-05;2007-10-05;
JS9992;MS10;2007-08-29;2007-10-05;2007-10-05;
JS9992;MS18;2007-09-27;2007-11-23;2007-11-23;
JS9992;MS15;2007-10-25;2008-04-26;2008-04-26;
JS9993;MS11;2007-09-13;2007-10-17;2007-10-17;
JB9393;MS11;2008-01-04;2007-10-05;2007-10-05;
JS9266;MS13;2005-07-27;2005-07-27;2005-07-27;
JS9266;MS15;2005-09-14;2005-09-14;2005-09-14;
JS9266;MS10;2005-06-03;2005-06-03;2005-06-03;
JS9281;MS13;2005-07-15;2005-07-15;2005-07-15;
JS9281;MS10;2005-04-28;2005-04-28;2005-04-28;
JS9030;MS10;2005-02-28;2005-03-02;2005-02-28;
JS9039;MS13;2005-05-20;2005-05-20;2005-05-20;
JS9039;MS10;2005-03-11;2005-03-11;2005-03-11;
JS9077;MS11;2005-03-21;2005-03-21;2005-03-21;
JS9077;MS15;2005-08-23;2005-08-26;2005-08-23;
JS9081;MS10;2005-04-22;2005-04-22;2005-04-22;
JS9041;MS15;2005-05-13;2005-05-13;2005-05-13;
JS9041;MS13;2005-05-15;2005-05-15;2005-05-15;
JS9099;MS15;2005-08-26;2005-08-24;2005-08-26;
JS9045;MS13;2005-07-13;2005-07-13;2005-07-13;
JS9168;MS13;2005-06-03;2005-06-03;2005-06-03;
JM9014;MS11;2005-06-17;2005-06-17;2005-06-17;
JM9014;MS18;2005-07-08;2005-07-08;2005-07-08;
JM9040;MS13;2005-05-27;2005-05-27;2005-05-27;
JM9040;MS05;2004-11-12;2004-11-12;2004-11-12;
JM9040;MS10;2005-02-22;2005-02-22;2005-02-22;
JM9040;MS18;2005-03-31;2005-03-31;2005-03-31;
JM9011;MS15;2005-08-23;2005-08-23;2005-08-23;
JM9011;MS13;2005-07-27;2005-07-27;2005-07-27;
JM9011;MS18;2005-07-15;2005-07-15;2005-07-15;
JM9024;MS11;2005-01-28;2005-01-28;2005-01-28;
JM9036;MS15;2005-08-09;2005-08-09;2005-08-09;
JM9036;MS18;2005-03-31;2005-03-31;2005-03-31;
JM9042;MS13;2005-08-18;2005-08-18;2005-08-18;
JM9042;MS11;2005-07-15;2005-07-15;2005-07-15;
JM9042;MS18;2005-07-29;2005-07-29;2005-07-29;
JM9045;MS15;2005-08-11;2005-08-11;2005-08-11;
JM9045;MS13;2005-05-13;2005-05-13;2005-05-13;
JM9045;MS10;2005-03-11;2005-03-11;2005-03-11;
JM9052;MS13;2005-07-15;2005-07-15;2005-07-15;
JM9062;MS13;2005-07-12;2005-07-12;2005-07-12;
JM9062;MS11;2005-03-24;2005-03-24;2005-03-24;
JM9063;MS05;2004-11-11;2004-11-11;2004-11-11;
JS9160;MS15;2005-08-12;2005-08-12;2005-08-12;
JS9160;MS13;2005-05-27;2005-05-27;2005-05-27;
JS9171;MS15;2005-08-30;2005-09-04;2005-08-30;
JS9171;MS13;2005-05-11;2005-05-11;2005-05-11;
JB9394;MS10;2007-09-13;2007-08-10;2007-08-10;
JB9404;MS18;2007-09-20;2007-10-18;2007-10-18;
JB9404;MS15;2007-10-18;2008-06-27;2008-06-27;
JB9405;MS05;2007-07-11;2007-06-25;2007-06-25;
JB9405;MS10;2007-09-27;2007-08-27;2007-08-27;
JB9405;MS18;2007-10-26;2007-09-24;2007-09-24;
JB9405;MS15;2007-11-23;2008-06-03;2008-06-03;
JM9704;MS10;2007-08-27;2007-08-31;2007-08-31;
JM9704;MS11;2007-09-11;2007-10-10;2007-10-10;
JM9711;MS13;2007-10-02;2008-04-07;2008-04-07;
JM9711;MS10;2007-08-20;2007-07-27;2007-07-30;
JM9711;MS18;2007-09-18;2007-08-29;2007-08-17;
JM9713;MS11;2007-09-18;2007-09-10;2007-08-28;
JM9713;MS18;2007-10-02;2007-09-24;2007-09-24;
JM9714;MS05;2007-06-15;2007-07-02;2007-07-02;
JM9719;MS11;2007-09-18;2007-10-15;2007-10-15;
JM9720;MS11;2007-09-21;2007-11-16;2007-11-16;
JM9720;MS18;2007-10-05;2007-11-30;2007-11-18;
JM9739;MS10;2007-08-23;2007-12-05;2007-12-05;
JM9739;MS15;2007-10-19;2008-04-04;2008-04-04;
JP9229;MS13;2007-10-05;2008-08-20;2008-08-20;
JP9229;MS18;2007-09-21;2007-09-26;2007-09-26;
JP9229;MS15;2007-10-19;2008-11-17;2008-11-17;
JP9230;MS05;2007-06-20;2007-07-06;2007-07-06;
JP9230;MS18;2007-09-21;2008-02-15;2008-02-15;
JP9230;MS15;2007-10-19;2009-03-30;2009-03-30;
JP9231;MS13;2008-01-11;2008-08-20;2008-08-20;
JP9231;MS05;2007-06-20;2007-07-06;2007-07-06;
JP9231;MS10;2007-11-29;2007-11-30;2007-11-30;
JP9231;MS11;2007-12-14;2007-12-17;2007-12-17;
JP9231;MS18;2007-12-28;2007-12-21;2007-12-21;
JP9232;MS05;2007-06-20;2007-07-06;2007-07-06;
JP9240;MS10;2007-09-06;2007-08-17;2007-08-17;
JP9239;MS10;2007-09-06;2007-08-24;2007-08-24;
JP9239;MS15;2007-11-02;2008-03-28;2008-03-28;
JP9242;MS10;2007-09-06;2007-08-24;2007-08-24;
JP9242;MS11;2007-09-21;2007-08-24;2007-08-24;
JP9243;MS13;2007-10-19;2008-03-12;2008-03-12;
JP9243;MS11;2007-09-21;2007-08-17;2007-08-17;
JP9243;MS18;2007-10-05;2007-10-05;2007-10-12;
JP9243;MS15;2007-11-02;2008-03-29;2008-03-29;
JP9250;MS11;2007-10-18;2007-09-14;2007-09-14;
JP9250;MS18;2007-11-01;2007-10-19;2007-10-19;
JP9251;MS13;2007-11-01;2008-03-31;2008-03-31;
JP9252;MS10;2007-10-03;2007-08-27;2007-08-27;
JP9252;MS15;2007-11-29;2008-03-30;2008-03-30;
JP9253;MS05;2007-07-17;2007-07-17;2007-07-17;
JP9253;MS10;2007-10-03;2007-12-18;2007-12-18;
JP9254;MS13;2007-11-01;2008-03-30;2008-03-30;
JP9270;MS13;2007-11-08;2008-05-29;2008-05-29;
JM9064;MS18;2005-03-24;2005-03-24;2005-03-24;
JM9065;MS13;2005-07-21;2005-07-21;2005-07-21;
JM9065;MS10;2005-06-03;2005-06-03;2005-06-03;
JM9068;MS15;2005-08-10;2005-08-10;2005-08-10;
JM9068;MS13;2005-07-08;2005-07-08;2005-07-08;
JM9068;MS05;2004-11-19;2004-11-19;2004-11-19;
JM9068;MS10;2005-06-10;2005-06-10;2005-06-10;
JM9038;MS05;2004-11-25;2004-11-25;2004-11-25;
JM9038;MS11;2005-03-24;2005-03-24;2005-03-24;
JM9071;MS05;2004-11-12;2004-11-12;2004-11-12;
JM9071;MS10;2005-02-18;2005-02-18;2005-02-18;
JM9071;MS18;2005-04-29;2005-04-29;2005-04-29;
JM9072;MS13;2005-07-22;2005-07-22;2005-07-22;
JM9072;MS05;2004-11-12;2004-11-12;2004-11-12;
JM9072;MS11;2005-06-17;2005-06-17;2005-06-17;
JM9074;MS15;2005-08-04;2005-08-04;2005-08-04;
JM9074;MS13;2005-04-22;2005-04-22;2005-04-22;
JM9074;MS05;2004-11-19;2004-11-19;2004-11-19;
JM9074;MS10;2005-02-04;2005-02-04;2005-02-04;
JM9074;MS18;2005-03-04;2005-03-04;2005-03-04;
JM9077;MS18;2005-03-18;2005-03-18;2005-03-18;
JM9083;MS11;2005-05-13;2005-05-13;2005-05-13;
JM9090;MS05;2004-11-26;2004-11-26;2004-11-26;
JM9090;MS10;2005-02-18;2005-02-18;2005-02-18;
JM9085;MS15;2005-08-19;2005-08-19;2005-08-19;
JM9085;MS13;2005-05-13;2005-05-13;2005-05-13;
JM9086;MS15;2005-08-18;2005-08-18;2005-08-18;
JM9086;MS05;2004-11-25;2004-11-25;2004-11-25;
JM9086;MS10;2005-03-11;2005-03-11;2005-03-11;
JM9086;MS11;2005-05-20;2005-05-20;2005-05-20;
JM9086;MS18;2005-07-29;2005-07-29;2005-07-29;
JM9087;MS15;2005-08-12;2005-08-12;2005-08-12;
JM9087;MS10;2004-12-30;2004-12-30;2004-12-30;
JM9089;MS13;2005-05-27;2005-05-27;2005-05-27;
JM9091;MS15;2005-08-27;2005-08-27;2005-08-27;
JM9091;MS13;2005-07-29;2005-07-29;2005-07-29;
JM9091;MS05;2004-11-12;2004-11-12;2004-11-12;
JM9094;MS15;2005-08-19;2005-08-19;2005-08-19;
JM9094;MS10;2005-03-03;2005-03-03;2005-03-03;
JM9094;MS18;2005-04-08;2005-04-08;2005-04-08;
JM9102;MS13;2005-05-27;2005-05-27;2005-05-27;
JM9102;MS05;2004-11-19;2004-11-19;2004-11-19;
JM9102;MS10;2005-03-01;2005-03-01;2005-03-01;
JM9102;MS18;2005-03-31;2005-03-31;2005-03-31;
JM9103;MS13;2005-04-22;2005-04-22;2005-04-22;
JM9103;MS05;2004-11-12;2004-11-12;2004-11-12;
JM9103;MS10;2005-02-03;2005-02-03;2005-02-03;
JM9105;MS10;2005-02-11;2005-02-11;2005-02-11;
JM9109;MS15;2005-08-14;2005-08-14;2005-08-14;
JM9109;MS10;2005-02-15;2005-02-15;2005-02-15;
JM9422;MS13;2005-09-16;2005-09-16;2005-09-16;
JM9387;MS11;2005-11-04;2005-11-04;2005-11-04;
JM9387;MS15;2005-09-02;2005-12-20;2005-12-20;
JM9387;MS05;2005-01-28;2005-01-28;2005-01-28;
JP9270;MS10;2007-09-26;2008-03-27;2008-03-27;
JP9271;MS15;2007-11-22;2008-05-06;2008-05-06;
JP9272;MS05;2007-07-24;2007-07-17;2007-07-17;
JP9272;MS10;2007-10-10;2007-12-14;2007-12-14;
JP9272;MS15;2007-12-06;2008-04-10;2008-04-10;
JA9197;MS15;2008-01-10;2008-11-28;2008-11-28;
JA9198;MS11;2007-10-30;2007-10-17;2007-10-17;
JA9198;MS15;2007-12-11;2008-04-30;2008-04-30;
JA9202;MS05;2007-08-06;2007-08-08;2007-08-06;
JA9202;MS18;2008-02-13;2007-12-11;2007-12-11;
JA9203;MS05;2007-08-28;2007-09-01;2007-08-17;
JA9203;MS18;2007-11-29;2007-11-21;2007-11-21;
JA9206;MS05;2007-08-28;2007-08-08;2007-08-06;
JA9206;MS10;2007-10-31;2007-09-30;2007-09-28;
JA9206;MS11;2007-11-15;2007-10-22;2007-10-22;
JA9207;MS05;2007-08-06;2007-08-15;2007-08-17;
JA9207;MS10;2007-10-23;2008-02-22;2008-02-22;
JA9207;MS15;2007-12-19;2008-08-08;2008-08-08;
JS9998;MS11;2008-03-17;2008-02-15;2008-02-15;
JS9998;MS13;2008-04-28;2008-08-13;2008-08-13;
JS9998;MS15;2008-05-12;2009-07-17;2009-07-17;
JC9052;MS05;2007-07-11;2007-07-06;2007-07-06;
JC9052;MS11;2007-09-28;2007-08-31;2007-08-31;
JS9953;MS18;2008-03-03;2008-11-21;2008-11-21;
JS9953;MS10;2008-01-21;2008-09-26;2008-09-26;
JS9954;MS18;2008-04-07;2009-10-23;2009-10-23;
JS9955;MS10;2011-01-30;2011-08-31;;
JS9955;MS15;2011-04-11;2011-11-04;;
JS9956;MS11;2008-06-10;2008-10-13;2008-10-13;
JS9956;MS18;2008-07-08;2008-11-18;2008-11-18;
JS9956;MS15;2010-06-23;2010-06-30;2010-07-01;
JM9685;MS10;2008-10-15;2009-06-25;2009-06-26;
JM9686;MS13;2011-04-19;2011-10-21;;
JM9686;MS05;2010-08-30;2010-12-24;2010-12-24;
JM9696;MS15;2008-08-08;2010-07-12;2010-07-12;
JM9697;MS15;2008-08-08;2010-02-23;2010-02-23;
JM9697;MS05;2008-01-03;2008-01-21;2008-01-21;
JM9698;MS13;2008-08-29;2009-08-12;2009-08-12;
JM9698;MS10;2008-07-04;2008-10-10;2008-10-10;
JM9698;MS05;2008-01-17;2008-01-21;2008-01-21;
JM9721;MS11;2011-06-24;2011-09-01;;
JM9721;MS13;2011-09-02;2011-10-21;;
JM9721;MS15;2011-09-09;2011-11-04;;
JM9721;MS05;2008-01-17;2009-07-27;2009-07-27;
JA9199;MS11;2008-06-17;2009-04-29;2009-04-29;
JA9199;MS05;2008-01-07;2008-05-30;2008-05-30;
JA9204;MS11;2008-06-17;2009-04-24;2009-04-24;
JA9204;MS13;2008-07-29;2009-08-12;2009-08-12;
JA9205;MS18;2008-11-19;2009-05-14;2009-05-14;
JA9205;MS15;2008-12-17;2010-03-05;2010-03-05;
JA9209;MS13;2008-07-29;2009-09-04;2009-09-04;
JA9209;MS05;2008-01-07;2008-06-15;2008-05-30;
JP9219;MS15;2010-05-21;2010-06-16;2010-06-16;
JP9222;MS15;2010-07-30;2010-07-28;2010-07-28;
JP9233;MS11;2011-07-05;2011-11-08;;
JP9233;MS13;2011-08-09;2011-08-22;;
JP9244;MS10;2008-06-03;2008-05-23;2008-05-23;
JP9245;MS11;2008-06-17;2009-04-01;2009-04-01;
JP9245;MS15;2008-08-12;2010-01-05;2010-01-05;
JP9245;MS05;2008-01-07;2007-12-21;2007-12-21;
JP9255;MS15;2008-08-12;2008-10-01;2008-10-01;
JP9255;MS10;2008-06-03;2008-05-26;2008-05-26;
JP9255;MS05;2008-01-07;2007-12-21;2007-12-21;
JP9256;MS11;2008-06-17;2010-03-29;2010-03-29;
JP9256;MS18;2008-07-15;2010-06-30;2010-06-30;
JP9256;MS15;2010-10-13;2011-03-28;2011-03-28;
JP9273;MS11;2008-08-13;2009-04-03;2009-04-03;
JS9981;MS11;2012-01-04;2012-01-13;;
JS9981;MS15;2012-03-10;2012-04-19;;
JS9988;MS15;2008-06-02;2009-08-13;2009-08-13;
JS9988;MS10;2008-03-24;2008-08-25;2008-08-25;
JC9059;MS10;2008-03-24;2009-03-27;2009-03-27;
JC9059;MS13;2008-05-19;2009-07-13;2009-07-13;
JS9950;MS13;2008-03-13;2008-03-27;2008-03-27;
JS9950;MS05;2007-11-27;2007-11-26;2007-11-26;
JS9950;MS10;2008-01-30;2007-12-17;2007-12-17;
JS9950;MS11;2008-02-14;2008-02-03;2008-02-03;
JS6005;MS05;2007-03-05;2007-07-27;2007-07-27;
JS6005;MS15;2007-07-04;2007-10-24;2007-10-24;
JM9775;MS18;2010-07-30;2010-09-15;2010-09-15;
JM9775;MS15;2010-09-09;2011-03-16;2011-03-16;
JB9413;MS11;2009-07-27;2009-08-31;2009-08-28;
JB9413;MS18;2009-08-24;2009-10-30;2009-10-30;
JB9413;MS05;2008-08-22;2009-05-01;2009-05-01;
JS6026;MS13;2008-09-25;2009-01-20;2009-01-20;
JS6026;MS11;2008-08-28;2008-10-28;2008-10-28;
JS6026;MS18;2008-09-11;2008-11-05;2008-11-05;
JS6027;MS18;2008-09-11;2008-10-07;2008-10-07;
JS6051;MS18;2009-02-09;2009-06-26;2009-06-26;
JS6051;MS13;2010-07-30;2010-06-29;2010-06-29;
JS6086;MS13;2012-01-29;2011-11-29;;
JS6086;MS05;2010-12-20;2011-06-28;;
JS6087;MS18;2010-02-08;2010-02-25;2010-02-25;
JS6088;MS13;2010-04-05;2010-02-19;2010-02-19;
JB9429;MS18;2011-01-30;2011-06-30;;
JB9429;MS05;2009-07-10;2010-01-07;2010-01-07;
JB9428;MS11;2010-04-08;2010-03-29;2010-03-29;
JA9215;MS05;2009-03-10;2009-04-22;2009-04-22;
JM9400;MS11;2005-07-01;2005-07-01;2005-07-01;
JM9400;MS18;2005-08-19;2005-08-19;2005-08-19;
JM9400;MS10;2005-06-10;2005-06-10;2005-06-10;
JM9400;MS05;2005-02-18;2005-02-18;2005-02-18;
JM9401;MS18;2006-05-26;2006-06-30;2006-06-30;
JM9401;MS13;2006-06-08;2006-08-25;2006-08-25;
JM9402;MS13;2005-08-11;2005-08-11;2005-08-11;
JM9402;MS10;2005-06-23;2005-06-23;2005-06-23;
JM9402;MS11;2005-06-24;2005-06-24;2005-06-24;
JM9403;MS11;2006-07-15;2007-02-09;2007-02-09;
JM9403;MS18;2007-06-29;2007-06-25;2007-06-25;
JM9404;MS15;2005-08-25;2005-08-25;2005-08-25;
JM9406;MS11;2005-07-22;2005-07-22;2005-07-22;
JM9411;MS11;2005-07-01;2005-07-01;2005-07-01;
JM9411;MS13;2005-08-15;2005-08-15;2005-08-15;
JM9411;MS15;2005-09-16;2005-09-15;2005-09-16;
JM9412;MS11;2005-06-24;2005-06-24;2005-06-24;
JM9412;MS13;2005-08-19;2005-08-19;2005-08-19;
JM9412;MS15;2005-08-27;2005-08-27;2005-08-27;
JM9415;MS11;2006-06-02;2006-06-02;2006-06-02;
JM9418;MS13;2011-01-19;2011-12-14;;
JM9377;MS11;2006-04-13;2006-04-13;2006-04-13;
JM9377;MS18;2006-05-31;2006-06-09;2006-06-09;
JM9377;MS13;2006-06-14;2006-07-04;2006-07-04;
JM9377;MS15;2006-06-28;2006-08-07;2006-08-07;
JM9377;MS10;2006-03-31;2006-03-31;2006-03-31;
JM9389;MS13;2006-07-17;2006-12-01;2006-12-01;
JM9118;MS13;2005-05-13;2005-05-13;2005-05-13;
JM9118;MS11;2005-04-08;2005-04-08;2005-04-08;
JM9396;MS05;2004-12-24;2004-12-24;2004-12-24;
JM9425;MS15;2006-11-10;2006-12-12;2006-12-12;
