JVSITEID;txtMS;dtmPlan;dtmForecast;dtmActual;
JA9041;MS18;2006-06-02;2006-06-16;2006-06-16;
JA9018;MS05;2005-12-22;2005-12-22;2005-12-22;
JA9018;MS11;2006-04-24;2006-04-24;2006-04-24;
JA9018;MS18;2006-05-24;2006-06-04;2006-06-04;
JA9018;MS15;2006-09-07;2006-08-14;2006-08-14;
JA9048;MS05;2005-12-02;2005-12-02;2005-12-02;
JA9048;MS10;2006-03-03;2006-03-03;2006-03-03;
JA9042;MS10;2006-03-21;2006-03-21;2006-03-21;
JA9042;MS15;2006-08-22;2006-08-22;2006-08-22;
JA9049;MS05;2005-12-02;2005-12-02;2005-12-02;
JA9026;MS13;2006-07-11;2006-08-19;2006-08-19;
JA9026;MS10;2006-05-12;2006-05-15;2006-05-15;
JA9020;MS05;2005-12-02;2005-12-02;2005-12-02;
JA9020;MS11;2006-05-17;2006-05-17;2006-05-17;
JA9043;MS05;2005-11-24;2005-11-24;2005-11-24;
JA9031;MS05;2005-10-06;2005-10-06;2005-10-06;
JA9031;MS10;2006-04-28;2006-04-28;2006-04-28;
JA9031;MS11;2006-05-08;2006-05-10;2006-05-08;
JA9031;MS18;2006-06-07;2006-10-03;2006-10-03;
JA9064;MS15;2006-08-28;2006-11-16;2006-11-17;
JA9064;MS10;2006-06-30;2006-08-02;2006-08-02;
JA9064;MS11;2006-07-05;2006-09-22;2006-09-22;
JA9079;MS13;2006-07-06;2006-08-25;2006-08-25;
JA9079;MS05;2005-11-10;2005-11-10;2005-11-10;
JA9089;MS13;2006-07-17;2006-07-27;2006-07-27;
JA9089;MS05;2006-01-13;2006-01-13;2006-01-13;
JA9093;MS10;2006-04-19;2006-04-19;2006-04-19;
JA9093;MS05;2005-11-04;2005-11-04;2005-11-04;
JA9084;MS18;2006-07-30;2006-07-30;2006-07-30;
JA9084;MS13;2006-08-15;2006-09-25;2006-09-25;
JA9084;MS10;2006-04-19;2006-04-19;2006-04-19;
JA9084;MS11;2006-06-15;2006-06-05;2006-06-05;
JA9084;MS05;2005-12-08;2005-12-08;2005-12-08;
JA9065;MS18;2007-07-06;2007-06-30;2007-06-30;
JA9065;MS15;2007-09-18;2007-10-11;2007-10-11;
JA9065;MS11;2006-08-04;2007-06-17;2007-06-17;
JA9058;MS13;2006-07-27;2006-08-23;2006-08-23;
JA9058;MS10;2006-04-12;2006-04-12;2006-04-12;
JA9056;MS18;2006-08-24;2006-10-13;2006-10-13;
JA9056;MS10;2006-07-13;2006-08-11;2006-08-11;
JS9188;MS10;2004-12-24;2004-12-24;2004-12-24;
JS9188;MS18;2005-01-25;2005-01-25;2005-01-25;
JS9103;MS15;2005-06-22;2005-06-22;2005-06-22;
JS9103;MS10;2005-02-18;2005-02-16;2005-02-18;
JS9187;MS15;2005-06-21;2005-06-23;2005-06-21;
JS9145;MS05;2005-02-11;2005-02-11;2005-02-11;
JS9145;MS11;2005-04-28;2005-04-28;2005-04-28;
JM9046;MS05;2004-10-29;2004-10-29;2004-10-29;
JM9046;MS11;2005-03-18;2005-03-18;2005-03-18;
JM9046;MS18;2005-03-31;2005-03-31;2005-03-31;
JM9104;MS15;2005-07-05;2005-07-05;2005-07-05;
JM9104;MS05;2004-10-27;2004-10-27;2004-10-27;
JM9080;MS15;2005-08-11;2005-08-11;2005-08-11;
JM9080;MS11;2005-03-11;2005-03-11;2005-03-11;
JM9111;MS15;2005-05-18;2005-05-18;2005-05-18;
JM9111;MS13;2005-05-06;2005-05-06;2005-05-06;
JM9111;MS05;2004-10-28;2004-10-28;2004-10-28;
JM9111;MS10;2005-02-04;2005-02-04;2005-02-04;
JM9111;MS18;2005-03-18;2005-03-18;2005-03-18;
JM9115;MS15;2005-06-24;2005-06-24;2005-06-24;
JM9115;MS13;2005-05-13;2005-05-13;2005-05-13;
JM9115;MS11;2005-02-01;2005-02-01;2005-02-01;
JM9115;MS18;2005-02-28;2005-02-28;2005-02-28;
JM9116;MS15;2005-06-16;2005-06-16;2005-06-16;
JM9116;MS13;2005-05-13;2005-05-13;2005-05-13;
JM9116;MS05;2004-10-29;2004-10-29;2004-10-29;
JM9116;MS10;2005-02-04;2005-02-04;2005-02-04;
JM9026;MS15;2005-06-24;2005-06-24;2005-06-24;
JM9026;MS05;2004-10-28;2004-10-28;2004-10-28;
JM9026;MS18;2005-03-31;2005-03-31;2005-03-31;
JM9048;MS15;2005-05-10;2005-05-10;2005-05-10;
JM9048;MS13;2005-04-14;2005-04-14;2005-04-14;
JM9048;MS10;2004-12-30;2004-12-30;2004-12-30;
JM9017;MS10;2005-02-11;2005-02-11;2005-02-11;
JM9017;MS15;2005-06-15;2005-06-15;2005-06-15;
JM9051;MS13;2005-05-06;2005-05-06;2005-05-06;
JM9051;MS18;2005-03-31;2005-03-31;2005-03-31;
JM9044;MS10;2005-02-03;2005-02-03;2005-02-03;
JM9044;MS11;2005-02-10;2005-02-10;2005-02-10;
JM9124;MS15;2005-06-08;2005-06-08;2005-06-08;
JM9124;MS13;2005-05-20;2005-05-20;2005-05-20;
JM9124;MS05;2004-10-29;2004-10-29;2004-10-29;
JM9146;MS18;2005-06-17;2005-06-17;2005-06-17;
JM9020;MS13;2005-07-11;2005-07-11;2005-07-11;
JM9020;MS18;2005-03-23;2005-03-23;2005-03-23;
JM9023;MS18;2005-07-08;2005-07-08;2005-07-08;
JM9034;MS15;2005-07-20;2005-07-20;2005-07-20;
JM9034;MS05;2004-10-20;2004-10-20;2004-10-20;
JM9041;MS18;2005-03-11;2005-03-11;2005-03-11;
JM9092;MS15;2005-07-20;2005-07-20;2005-07-20;
JM9096;MS13;2005-04-22;2005-04-22;2005-04-22;
JM9096;MS05;2004-10-27;2004-10-27;2004-10-27;
JM9096;MS10;2004-12-30;2004-12-30;2004-12-30;
JA9090;MS13;2006-07-31;2006-08-25;2006-08-25;
JA9090;MS15;2006-08-14;2006-08-29;2006-08-29;
JA9090;MS05;2006-01-13;2006-01-13;2006-01-13;
JA9080;MS18;2006-09-28;2006-11-20;2006-11-20;
JA9080;MS13;2006-10-12;2006-11-24;2006-11-24;
JA9069;MS18;2006-07-13;2006-08-04;2006-08-04;
JA9069;MS15;2006-07-12;2006-09-14;2006-09-14;
JA9069;MS11;2006-06-15;2006-06-19;2006-06-19;
JA9051;MS13;2006-10-03;2007-02-09;2007-02-09;
JA9075;MS13;2007-12-04;2009-10-20;2009-10-20;
JA9075;MS15;2007-12-18;2010-02-22;2010-02-22;
JA9075;MS11;2007-12-21;2009-04-03;2009-04-03;
JA9091;MS15;2006-08-15;2006-09-25;2006-09-25;
JA9091;MS11;2006-05-20;2006-06-30;2006-06-30;
JA9091;MS05;2005-12-01;2005-12-01;2005-12-01;
JA9070;MS11;2006-06-01;2006-06-30;2006-06-30;
JA9265;MS13;2008-01-16;2011-06-01;;
JA9265;MS11;2007-12-01;2010-05-03;2010-05-03;
JA9062;MS11;2006-07-14;2006-06-30;2006-06-30;
JA9062;MS15;2006-09-07;2006-09-04;2006-09-04;
JA9062;MS05;2006-02-14;2006-02-14;2006-02-14;
JA9072;MS15;2006-09-21;2006-12-13;2006-12-13;
JA9072;MS10;2006-07-14;2006-09-14;2006-09-14;
JS9913;MS05;2007-10-19;2009-01-30;2009-01-30;
JS9605;MS11;2010-10-08;2009-11-30;2009-11-30;
JS9605;MS18;2010-11-05;2010-09-10;2010-09-10;
JS9491;MS18;2006-07-12;2007-01-23;2007-01-23;
JS9491;MS15;2006-08-28;2007-03-19;2007-03-19;
JS9491;MS05;2006-03-17;2006-03-17;2006-03-17;
JS9200;MS18;2006-06-23;2006-08-30;2006-08-30;
JS9194;MS18;2006-06-23;2006-07-19;2006-07-19;
JS9194;MS13;2006-08-25;2006-10-13;2006-10-13;
JS9194;MS05;2005-10-31;2005-10-31;2005-10-31;
JS9210;MS15;2006-08-25;2006-12-01;2006-12-01;
JS9211;MS13;2006-09-29;2006-12-01;2006-12-01;
JM9018;MS05;2004-10-14;2004-11-10;2004-10-14;
JM9018;MS10;2005-03-03;2005-03-03;2005-03-03;
JM9018;MS18;2005-04-25;2005-04-25;2005-04-25;
JM9058;MS13;2005-05-27;2005-05-27;2005-05-27;
JM9058;MS05;2004-10-27;2004-10-27;2004-10-27;
JM9058;MS10;2005-03-18;2005-03-21;2005-03-18;
JM9108;MS13;2005-05-06;2005-05-06;2005-05-06;
JM9108;MS11;2005-01-28;2005-01-28;2005-01-28;
JM9130;MS13;2005-06-24;2005-06-24;2005-06-24;
JM9130;MS18;2005-03-18;2005-03-18;2005-03-18;
JM9012;MS10;2005-01-13;2005-01-13;2005-01-13;
JM9012;MS11;2005-01-25;2005-01-25;2005-01-25;
JM9029;MS18;2005-03-21;2005-03-21;2005-03-21;
JM9029;MS15;2005-05-31;2005-05-31;2005-05-31;
JM9043;MS05;2004-10-16;2004-08-19;2004-10-16;
JM9043;MS11;2005-01-18;2005-01-18;2005-01-18;
JM9138;MS15;2005-05-17;2005-05-27;2005-05-17;
JM9138;MS05;2004-10-19;2004-10-19;2004-10-19;
JM9138;MS11;2005-03-04;2005-03-04;2005-03-04;
JM9097;MS15;2005-06-17;2005-06-17;2005-06-17;
JM9097;MS11;2005-04-14;2005-04-14;2005-04-14;
JM9142;MS05;2004-10-29;2004-10-29;2004-10-29;
JM9142;MS10;2005-03-11;2005-03-11;2005-03-11;
JM9142;MS18;2005-06-24;2005-06-24;2005-06-24;
JS9020;MS18;2005-02-04;2005-02-04;2005-02-04;
JS9406;MS05;2004-07-30;2004-07-15;2004-07-30;
JS9406;MS18;2005-06-29;2005-06-30;2005-06-29;
JS9031;MS13;2005-04-17;2005-04-17;2005-04-17;
JS9062;MS13;2005-02-23;2005-02-23;2005-02-23;
JS9062;MS11;2005-01-13;2005-01-13;2005-01-13;
JS9074;MS15;2005-07-07;2005-07-14;2005-07-07;
JS9082;MS13;2005-05-19;2005-05-19;2005-05-19;
JS9082;MS10;2005-03-11;2005-03-11;2005-03-11;
JS9092;MS13;2005-04-28;2005-04-28;2005-04-28;
JS9092;MS10;2005-03-07;2005-03-01;2005-03-07;
JS9178;MS05;2004-11-05;2004-11-05;2004-11-05;
JS9178;MS10;2004-12-17;2004-12-17;2004-12-17;
JS9178;MS11;2005-01-17;2005-01-17;2005-01-17;
JS9178;MS15;2005-05-18;2005-05-29;2005-05-18;
JS9182;MS13;2005-03-24;2005-03-24;2005-03-24;
JS9182;MS10;2005-02-07;2005-02-07;2005-02-07;
JS9182;MS11;2005-02-15;2005-02-15;2005-02-15;
JS9052;MS15;2005-04-06;2005-04-06;2005-04-06;
JS9052;MS13;2005-02-23;2005-02-23;2005-02-23;
JS9052;MS11;2005-01-10;2005-01-10;2005-01-10;
JS9084;MS05;2004-11-05;2004-11-05;2004-11-05;
JS9211;MS10;2006-08-07;2006-09-13;2006-09-13;
JS9211;MS05;2006-05-12;2006-05-18;2006-05-18;
JS9255;MS13;2005-12-07;2005-12-07;2005-12-07;
JS9255;MS10;2005-09-30;2005-09-30;2005-09-30;
JS9255;MS05;2005-09-29;2005-09-29;2005-09-29;
JS9270;MS11;2006-01-30;2006-01-30;2006-01-30;
JS9270;MS18;2006-02-14;2006-02-14;2006-02-14;
JS9709;MS11;2006-03-31;2006-03-31;2006-03-31;
JS9709;MS05;2005-10-04;2005-10-04;2005-10-04;
JS9533;MS11;2006-10-06;2007-04-20;2007-04-20;
JS9533;MS05;2006-01-20;2006-01-20;2006-01-20;
JP9165;MS18;2006-10-12;2007-02-16;2007-02-16;
JS9438;MS05;2005-09-29;2005-09-29;2005-09-29;
JS9438;MS11;2005-11-06;2005-11-06;2005-11-06;
JB9213;MS10;2005-12-16;2005-12-16;2005-12-16;
JB9214;MS11;2006-03-27;2006-03-27;2006-03-27;
JB9214;MS18;2006-04-07;2006-04-07;2006-04-07;
JB9214;MS15;2006-07-27;2006-11-30;2006-11-30;
JB9214;MS10;2006-03-24;2006-03-24;2006-03-24;
JM9606;MS13;2006-06-28;2006-11-02;2006-11-02;
JM9606;MS05;2005-10-23;2005-10-23;2005-10-23;
JP9166;MS11;2006-06-05;2006-06-07;2006-06-07;
JP9166;MS05;2005-12-14;2005-12-09;2005-12-14;
JB9215;MS13;2006-02-07;2006-02-07;2006-02-07;
JB9215;MS05;2005-12-10;2005-12-10;2005-12-10;
JB9215;MS10;2006-02-03;2006-02-03;2006-02-03;
JB9215;MS11;2006-02-07;2006-02-07;2006-02-07;
JB9215;MS18;2006-02-07;2006-02-07;2006-02-07;
JB9215;MS15;2006-02-21;2006-02-21;2006-02-21;
JS9776;MS13;2006-07-07;2006-08-31;2006-08-31;
JS9776;MS10;2006-05-26;2006-05-31;2006-05-31;
JS9776;MS18;2006-06-26;2006-07-12;2006-07-07;
JS9778;MS11;2006-06-12;2006-06-20;2006-06-20;
JS9778;MS18;2006-06-26;2006-07-20;2006-07-20;
JS9777;MS13;2006-07-17;2006-09-15;2006-09-15;
JS9779;MS05;2006-02-20;2006-02-20;2006-02-20;
JS9779;MS10;2006-06-09;2006-05-31;2006-05-31;
JS9779;MS18;2006-07-10;2006-06-29;2006-06-29;
JS9775;MS15;2006-08-11;2006-10-13;2006-10-13;
JS9786;MS13;2006-08-04;2006-09-20;2006-09-20;
JS9786;MS10;2006-06-07;2006-06-29;2006-06-29;
JS9789;MS13;2006-08-17;2006-09-06;2006-09-06;
JS9789;MS05;2006-03-31;2006-03-31;2006-03-31;
JS9789;MS18;2006-07-04;2006-07-06;2006-07-07;
JS9782;MS11;2006-07-14;2006-09-14;2006-09-14;
JS9785;MS13;2006-07-14;2006-10-13;2006-10-13;
JS9785;MS18;2006-06-29;2006-06-29;2006-06-29;
JS9791;MS05;2006-02-20;2006-02-20;2006-02-20;
JS9791;MS11;2006-06-07;2006-06-07;2006-06-07;
JS9794;MS10;2006-06-26;2006-10-06;2006-10-06;
JS9794;MS18;2006-07-24;2006-10-25;2006-10-25;
JS9788;MS13;2006-07-11;2006-09-15;2006-09-15;
JS9084;MS18;2005-03-29;2005-03-29;2005-03-29;
JS9116;MS15;2005-06-21;2005-06-21;2005-06-21;
JS9134;MS13;2005-03-04;2005-03-04;2005-03-04;
JS9134;MS10;2004-12-17;2004-12-17;2004-12-17;
JS9134;MS18;2005-02-14;2005-02-14;2005-02-14;
JS9146;MS10;2005-03-18;2005-03-18;2005-03-18;
JS9146;MS18;2005-03-31;2005-03-31;2005-03-31;
JS9008;MS10;2005-03-04;2005-03-04;2005-03-04;
JS9008;MS18;2005-03-23;2005-03-23;2005-03-23;
JS9055;MS10;2004-10-29;2004-10-29;2004-10-29;
JS9055;MS11;2004-11-12;2004-11-12;2004-11-12;
JS9713;MS10;2005-07-10;2005-07-10;2005-07-10;
JS9713;MS15;2005-09-13;2005-09-13;2005-09-13;
JS9133;MS15;2005-07-05;2005-07-05;2005-07-05;
JS9133;MS13;2005-06-03;2005-06-03;2005-06-03;
JS9165;MS15;2005-06-14;2005-06-14;2005-06-14;
JS9165;MS13;2005-04-15;2005-04-15;2005-04-15;
JS9165;MS11;2005-03-31;2005-03-31;2005-03-31;
JS9165;MS18;2005-03-31;2005-03-31;2005-03-31;
JS9003;MS15;2005-06-24;2005-06-24;2005-06-24;
JS9003;MS13;2005-05-27;2005-05-27;2005-05-27;
JS9003;MS10;2005-03-11;2005-03-11;2005-03-11;
JS9003;MS11;2005-03-21;2005-03-21;2005-03-21;
JS9007;MS15;2005-04-29;2005-04-29;2005-04-29;
JS9007;MS18;2005-03-16;2005-03-25;2005-03-16;
JS9010;MS15;2005-06-27;2005-06-27;2005-06-27;
JS9010;MS13;2005-06-03;2005-06-03;2005-06-03;
JS9010;MS10;2005-03-04;2005-03-01;2005-03-04;
JS9011;MS15;2005-08-04;2005-08-15;2005-08-04;
JS9011;MS05;2004-12-10;2004-12-10;2004-12-10;
JS9011;MS18;2005-04-22;2005-04-22;2005-04-22;
JS9016;MS15;2005-07-08;2005-07-10;2005-07-08;
JP9084;MS11;2006-06-14;2006-06-30;2006-06-30;
JP9084;MS18;2006-07-31;2006-08-03;2006-08-03;
JP9084;MS13;2006-08-11;2006-08-23;2006-08-23;
JP9059;MS11;2006-09-22;2007-03-12;2007-03-12;
JP9059;MS18;2006-10-20;2007-05-11;2007-05-11;
JP9059;MS15;2007-06-27;2007-06-27;2007-06-27;
JP9069;MS13;2006-06-02;2006-08-11;2006-08-11;
JP9082;MS10;2006-03-15;2006-03-15;2006-03-15;
JP9080;MS18;2006-06-02;2006-06-28;2006-06-28;
JP9080;MS10;2006-02-15;2006-02-15;2006-02-15;
JP9080;MS05;2005-10-17;2005-10-17;2005-10-17;
JP9068;MS11;2006-08-21;2007-01-08;2007-01-08;
JP9068;MS13;2007-06-29;2007-06-29;2007-06-29;
JP9068;MS15;2007-06-29;2007-06-29;2007-06-29;
JP9068;MS10;2006-08-21;2006-12-21;2006-12-21;
JP9068;MS05;2005-11-15;2005-11-15;2005-11-15;
JP9083;MS10;2006-10-20;2006-12-12;2006-12-12;
JP9083;MS05;2005-12-06;2005-12-06;2005-12-06;
JP9064;MS11;2007-11-15;2007-06-26;2007-06-26;
JP9079;MS10;2006-09-06;2006-11-10;2006-11-10;
JP9062;MS18;2006-12-15;2007-03-30;2007-03-30;
JP9062;MS15;2007-05-30;2007-05-30;2007-05-30;
JP9062;MS05;2006-06-02;2006-06-14;2006-06-14;
JP9071;MS13;2006-11-30;2007-01-30;2007-01-30;
JP9071;MS15;2006-12-14;2007-02-02;2007-02-06;
JP9071;MS05;2006-01-23;2006-01-23;2006-01-23;
JP9057;MS18;2006-07-21;2006-07-21;2006-07-21;
JP9057;MS15;2006-09-15;2006-09-20;2006-09-20;
JP9034;MS13;2006-06-19;2006-06-22;2006-06-22;
JP9034;MS10;2006-01-06;2006-01-06;2006-01-06;
JA9016;MS05;2005-07-25;2005-07-25;2005-07-25;
JA9016;MS18;2005-09-23;2005-09-23;2005-09-23;
JS9570;MS11;2006-04-14;2006-04-14;2006-04-14;
JS9570;MS15;2006-07-10;2006-10-06;2006-10-06;
JS9570;MS05;2005-11-04;2005-11-04;2005-11-04;
JS9586;MS18;2006-06-28;2006-08-12;2006-08-12;
JS9586;MS15;2006-09-06;2006-10-20;2006-10-20;
JS9586;MS11;2006-05-31;2006-06-20;2006-06-20;
JS9586;MS05;2005-10-28;2005-11-04;2005-10-28;
JA9004;MS13;2006-06-02;2006-12-08;2006-12-08;
JA9004;MS05;2005-10-11;2005-10-11;2005-10-11;
JA9004;MS11;2006-05-10;2006-11-04;2006-11-04;
JA9004;MS18;2006-05-20;2006-12-06;2006-12-06;
JA9012;MS05;2005-10-06;2005-10-06;2005-10-06;
JA9012;MS10;2006-05-03;2006-05-03;2006-05-03;
JA9012;MS18;2006-05-20;2006-05-20;2006-05-20;
JA9025;MS11;2006-04-13;2006-04-13;2006-04-13;
JA9025;MS18;2006-05-05;2006-05-05;2006-05-05;
JA9033;MS13;2006-05-26;2006-05-26;2006-05-26;
JA9033;MS11;2006-04-05;2006-04-05;2006-04-05;
JA9039;MS13;2006-05-26;2006-05-30;2006-05-30;
JA9039;MS10;2005-12-02;2005-12-02;2005-12-02;
JA9039;MS18;2006-04-04;2006-04-04;2006-04-04;
JA9006;MS05;2005-10-14;2005-10-14;2005-10-14;
JS9006;MS15;2005-03-07;2005-03-07;2005-03-07;
JS9006;MS05;2004-09-10;2004-09-10;2004-09-10;
JS9006;MS11;2004-11-12;2004-11-12;2004-11-12;
JS9029;MS15;2005-04-02;2005-04-02;2005-04-02;
JS9029;MS11;2005-02-01;2005-02-01;2005-02-01;
JS9035;MS15;2005-04-01;2005-03-29;2005-04-01;
JS9035;MS10;2005-02-09;2005-02-09;2005-02-09;
JS9035;MS18;2005-03-15;2005-03-15;2005-03-15;
JS9063;MS18;2004-11-25;2004-11-25;2004-11-25;
JS9106;MS11;2004-12-16;2004-12-16;2004-12-16;
JS9018;MS13;2004-12-01;2004-12-01;2004-12-01;
JS9018;MS10;2004-11-23;2004-11-23;2004-11-23;
JS9018;MS11;2004-11-25;2004-11-25;2004-11-25;
JS9018;MS18;2004-11-26;2004-11-26;2004-11-26;
JS9127;MS10;2005-03-11;2005-03-11;2005-03-11;
JS9129;MS15;2006-08-04;2006-11-03;2006-11-03;
JS9129;MS10;2006-06-05;2006-06-19;2006-06-19;
JS9096;MS13;2005-03-30;2005-03-30;2005-03-30;
JS9096;MS05;2004-11-17;2004-11-17;2004-11-17;
JS9096;MS10;2005-03-03;2005-03-03;2005-03-03;
JS9096;MS11;2005-03-07;2005-03-07;2005-03-07;
JS9096;MS18;2005-03-23;2005-03-23;2005-03-23;
JS9049;MS18;2005-08-02;2005-08-02;2005-08-02;
JM9081;MS11;2005-04-15;2005-04-15;2005-04-15;
JM9081;MS18;2005-04-22;2005-04-22;2005-04-22;
JM9112;MS05;2004-10-29;2004-10-29;2004-10-29;
JM9112;MS10;2005-03-18;2005-03-18;2005-03-18;
JM9066;MS13;2005-06-24;2005-06-24;2005-06-24;
JM9066;MS10;2005-02-18;2005-02-18;2005-02-18;
JM9066;MS18;2005-03-25;2005-03-25;2005-03-25;
JM9132;MS15;2005-06-10;2005-06-10;2005-06-10;
JM9132;MS10;2005-02-04;2005-02-04;2005-02-04;
JM9131;MS15;2005-06-21;2005-06-21;2005-06-21;
JM9131;MS13;2005-05-20;2005-05-20;2005-05-20;
JM9131;MS11;2005-04-22;2005-04-22;2005-04-22;
JM9136;MS15;2005-06-23;2005-06-23;2005-06-23;
JM9136;MS13;2005-06-17;2005-06-17;2005-06-17;
JM9136;MS05;2004-11-03;2004-11-03;2004-11-03;
JM9136;MS10;2005-04-19;2005-04-19;2005-04-19;
JM9139;MS13;2005-06-03;2005-06-03;2005-06-03;
JM9139;MS05;2004-10-28;2004-10-28;2004-10-28;
JS9014;MS18;2005-07-01;2005-07-01;2005-07-01;
JS9014;MS13;2005-07-15;2005-07-15;2005-07-15;
JS9356;MS13;2005-09-23;2005-09-23;2005-09-23;
JS9356;MS10;2005-06-30;2005-06-30;2005-06-30;
JM9054;MS13;2005-05-06;2005-05-06;2005-05-06;
JM9054;MS05;2004-10-26;2004-10-26;2004-10-26;
JM9054;MS10;2005-01-21;2005-01-21;2005-01-21;
JM9054;MS11;2005-02-02;2005-02-02;2005-02-02;
JM9054;MS18;2005-02-25;2005-02-25;2005-02-25;
JM9082;MS15;2005-05-25;2005-05-27;2005-05-25;
JM9082;MS10;2004-12-30;2004-12-30;2004-12-30;
JM9082;MS18;2005-03-31;2005-03-31;2005-03-31;
JM9021;MS13;2005-05-27;2005-05-27;2005-05-27;
JS9053;MS15;2005-07-12;2005-07-15;2005-07-12;
JS9053;MS13;2005-07-11;2005-07-11;2005-07-11;
JS9148;MS05;2005-02-11;2005-02-11;2005-02-11;
JA9040;MS05;2005-10-20;2005-10-20;2005-10-20;
JA9040;MS15;2006-06-09;2006-08-24;2006-08-24;
JA9044;MS05;2005-11-08;2005-11-08;2005-11-08;
JA9044;MS15;2006-07-28;2006-09-01;2006-09-01;
JA9038;MS05;2005-11-08;2005-11-08;2005-11-08;
JA9038;MS11;2006-04-24;2006-04-24;2006-04-24;
JA9038;MS15;2006-09-15;2006-06-28;2006-06-28;
JA9027;MS18;2006-05-18;2006-05-18;2006-05-18;
JA9027;MS15;2006-06-15;2006-08-21;2006-08-21;
JA9022;MS15;2006-06-01;2006-06-01;2006-06-01;
JA9022;MS10;2006-01-23;2006-01-23;2006-01-23;
JA9022;MS18;2006-05-04;2006-05-12;2006-05-04;
JA9023;MS13;2006-09-05;2006-06-29;2006-06-29;
JA9023;MS05;2005-11-18;2005-11-18;2005-11-18;
JA9003;MS05;2005-11-03;2005-11-03;2005-11-03;
JA9003;MS10;2006-02-15;2006-02-15;2006-02-15;
JA9003;MS11;2006-04-19;2006-04-19;2006-04-19;
JA9010;MS05;2005-11-10;2005-11-10;2005-11-10;
JA9032;MS13;2006-07-14;2006-08-18;2006-08-18;
JA9013;MS05;2005-11-24;2005-11-24;2005-11-24;
JA9013;MS15;2006-09-07;2006-08-19;2006-08-19;
JA9047;MS13;2006-08-30;2006-08-18;2006-08-18;
JA9047;MS05;2005-11-18;2005-11-18;2005-11-18;
JA9047;MS11;2006-04-24;2006-04-24;2006-04-24;
JA9047;MS18;2006-05-19;2006-05-19;2006-05-19;
JA9028;MS18;2006-05-19;2006-05-26;2006-05-26;
JA9029;MS15;2006-07-12;2006-08-27;2006-08-27;
JA9024;MS05;2005-11-18;2005-11-18;2005-11-18;
JA9024;MS11;2006-04-24;2006-04-24;2006-04-24;
JA9024;MS18;2006-05-19;2006-05-19;2006-05-19;
JA9072;MS05;2006-02-02;2006-02-02;2006-02-02;
JA9088;MS10;2008-02-22;2009-02-13;2009-02-13;
JA9088;MS11;2008-03-14;2009-04-24;2009-04-24;
JA9092;MS13;2006-08-17;2006-09-02;2006-09-02;
JA9074;MS13;2006-08-25;2006-12-08;2006-12-08;
JA9074;MS15;2006-09-08;2006-12-07;2006-12-07;
JA9074;MS10;2006-07-03;2006-11-15;2006-11-15;
JA9074;MS11;2006-07-17;2006-11-15;2006-11-15;
JA9078;MS18;2006-08-01;2006-08-04;2006-08-04;
JA9060;MS15;2006-08-18;2006-09-19;2006-09-19;
JA9060;MS05;2006-02-01;2006-02-01;2006-02-01;
JA9083;MS18;2006-06-30;2006-06-30;2006-06-30;
JA9083;MS15;2006-08-21;2007-02-16;2007-02-16;
JS9913;MS10;2008-03-17;2009-07-27;2009-07-27;
JS9491;MS13;2006-08-14;2007-02-15;2007-02-15;
JS9491;MS10;2006-05-31;2006-09-15;2006-09-15;
JS9200;MS11;2006-05-26;2006-06-06;2006-06-06;
JS9200;MS13;2006-07-06;2006-09-07;2006-09-07;
JS9200;MS15;2006-07-20;2006-10-12;2006-10-12;
JS9200;MS10;2006-05-26;2006-05-31;2006-05-31;
JS9200;MS05;2006-01-20;2006-01-20;2006-01-20;
JS9194;MS11;2006-05-08;2006-05-08;2006-05-08;
JS9210;MS13;2006-08-11;2006-11-24;2006-11-24;
JS9211;MS11;2006-08-21;2006-10-07;2006-10-06;
JM9147;MS13;2005-07-14;2005-07-14;2005-07-14;
JM9147;MS05;2004-10-27;2004-10-27;2004-10-27;
JM9147;MS18;2005-03-15;2005-03-15;2005-03-15;
JM9018;MS15;2005-06-07;2005-06-07;2005-06-07;
JM9018;MS13;2005-05-27;2005-05-27;2005-05-27;
JM9039;MS13;2005-06-10;2005-06-10;2005-06-10;
JM9039;MS10;2005-02-24;2005-02-24;2005-02-24;
JM9039;MS11;2005-03-11;2005-03-11;2005-03-11;
JM9058;MS18;2005-05-06;2005-05-06;2005-05-06;
JM9108;MS15;2005-05-13;2005-05-13;2005-05-13;
JM9108;MS05;2004-10-27;2004-10-27;2004-10-27;
JM9108;MS10;2004-12-30;2004-12-30;2004-12-30;
JM9108;MS18;2005-02-10;2005-02-10;2005-02-10;
JM9130;MS15;2005-07-19;2005-07-19;2005-07-19;
JM9012;MS05;2004-10-15;2004-10-15;2004-10-15;
JM9029;MS13;2005-05-06;2005-05-06;2005-05-06;
JM9029;MS05;2004-10-25;2004-10-25;2004-10-25;
JM9029;MS10;2005-02-04;2005-02-04;2005-02-04;
JM9043;MS15;2005-06-10;2005-06-10;2005-06-10;
JM9043;MS13;2005-02-24;2005-02-24;2005-02-24;
JM9067;MS15;2005-05-20;2005-05-20;2005-05-20;
JM9067;MS05;2004-10-21;2004-10-21;2004-10-21;
JM9067;MS10;2004-12-30;2004-12-30;2004-12-30;
JM9138;MS18;2005-03-18;2005-03-18;2005-03-18;
JM9053;MS13;2005-05-06;2005-05-06;2005-05-06;
JM9097;MS05;2004-10-29;2004-10-29;2004-10-29;
JM9142;MS15;2005-08-18;2005-08-18;2005-08-18;
